bronx_pace_bkt,pace_diff_bkt,runners,bronx_pace_bkt_1,p10,p50,p90
12:20,-90,12,12:20,-200,-100,-10
10:10,-240,7,10:10,-180,-90,-20
12:00,-200,3,12:00,-204,-100,10
09:30,-170,19,09:30,-180,-80,-20
06:50,-120,13,06:50,-120,-60,-20
11:30,-30,15,11:30,-190,-100,-10
11:20,-250,2,11:20,-180,-100,0
12:20,-100,10,12:20,-200,-100,-10
10:30,-260,2,10:30,-181,-90,-10
12:30,-50,11,12:30,-180,-90,20
14:20,-100,2,14:20,-179,-90,30
14:40,-90,3,14:40,-210,-50,70
12:20,-20,6,12:20,-200,-100,-10
12:20,-170,4,12:20,-200,-100,-10
12:00,-280,1,12:00,-204,-100,10
07:30,-320,1,07:30,-140,-70,-20
09:50,-330,2,09:50,-180,-80,-20
12:10,0,6,12:10,-190,-100,-10
11:40,-240,6,11:40,-190,-100,-10
11:00,20,5,11:00,-190,-100,-10
10:50,-290,2,10:50,-180,-90,-10
07:00,-130,9,07:00,-130,-60,-20
11:10,150,2,11:10,-190,-100,-10
11:50,-180,4,11:50,-180,-95,0
13:00,40,2,13:00,-178,-90,28
16:40,130,1,16:40,-184,-100,105
08:40,-280,4,08:40,-160,-80,-20
08:00,-260,2,08:00,-160,-70,-20
15:10,-70,3,15:10,-158,-80,-4
07:30,-140,10,07:30,-140,-70,-20
10:50,90,1,10:50,-180,-90,-10
11:50,-290,2,11:50,-180,-95,0
12:50,-50,6,12:50,-200,-100,20
13:10,-90,11,13:10,-180,-90,-20
08:00,-180,13,08:00,-160,-70,-20
10:00,-170,23,10:00,-170,-90,-10
12:20,-150,9,12:20,-200,-100,-10
09:30,80,2,09:30,-180,-80,-20
09:00,-240,5,09:00,-161,-80,-20
07:40,-320,1,07:40,-140,-70,-20
08:50,70,2,08:50,-160,-80,-20
12:50,60,4,12:50,-200,-100,20
10:20,30,6,10:20,-180,-90,-10
12:50,-70,10,12:50,-200,-100,20
10:20,-250,3,10:20,-180,-90,-10
13:40,-60,4,13:40,-199,-80,107
10:10,-10,20,10:10,-180,-90,-20
11:20,20,7,11:20,-180,-100,0
10:10,-420,1,10:10,-180,-90,-20
10:20,-310,1,10:20,-180,-90,-10
09:30,-360,1,09:30,-180,-80,-20
15:00,-50,1,15:00,-130,-55,77
08:10,30,3,08:10,-150,-80,-20
16:20,-70,1,16:20,-161,-45,113
12:40,-120,9,12:40,-180,-80,42
12:50,110,1,12:50,-200,-100,20
11:10,130,3,11:10,-190,-100,-10
10:00,70,2,10:00,-170,-90,-10
06:10,-40,13,06:10,-90,-40,-20
06:10,-400,1,06:10,-90,-40,-20
11:10,-200,7,11:10,-190,-100,-10
09:30,-210,8,09:30,-180,-80,-20
12:50,-20,2,12:50,-200,-100,20
11:30,240,1,11:30,-190,-100,-10
08:20,-190,11,08:20,-165,-80,-20
10:30,70,2,10:30,-181,-90,-10
08:10,-190,13,08:10,-150,-80,-20
15:10,-170,2,15:10,-158,-80,-4
11:40,-180,8,11:40,-190,-100,-10
05:50,-50,10,05:50,-72,-30,-18
12:00,-210,4,12:00,-204,-100,10
14:10,-70,2,14:10,-217,-100,-1
08:10,-250,4,08:10,-150,-80,-20
08:30,-300,4,08:30,-160,-80,-20
11:30,120,1,11:30,-190,-100,-10
19:40,120,1,19:40,120,120,120
12:10,-170,8,12:10,-190,-100,-10
07:20,-170,5,07:20,-140,-60,-20
08:30,-220,4,08:30,-160,-80,-20
12:00,-150,11,12:00,-204,-100,10
12:30,-180,3,12:30,-180,-90,20
10:20,-360,3,10:20,-180,-90,-10
11:00,-310,2,11:00,-190,-100,-10
09:50,-240,3,09:50,-180,-80,-20
05:40,-10,5,05:40,-57,-30,-20
12:20,220,1,12:20,-200,-100,-10
09:20,-230,6,09:20,-180,-90,-20
13:50,90,2,13:50,-190,-100,56
08:30,-190,15,08:30,-160,-80,-20
08:40,-250,2,08:40,-160,-80,-20
13:20,-110,4,13:20,-170,-70,78
09:30,-300,1,09:30,-180,-80,-20
10:10,-280,3,10:10,-180,-90,-20
12:20,100,1,12:20,-200,-100,-10
10:30,60,2,10:30,-181,-90,-10
08:10,10,9,08:10,-150,-80,-20
11:30,-20,10,11:30,-190,-100,-10
12:00,-330,1,12:00,-204,-100,10
12:20,-180,7,12:20,-200,-100,-10
13:20,40,2,13:20,-170,-70,78
09:20,-250,4,09:20,-180,-90,-20
09:30,-330,1,09:30,-180,-80,-20
16:00,100,1,16:00,-130,-85,266
15:00,-10,2,15:00,-130,-55,77
13:30,120,2,13:30,-176,-90,40
10:40,60,2,10:40,-180,-100,-24
10:40,20,5,10:40,-180,-100,-24
14:20,-180,1,14:20,-179,-90,30
10:40,40,5,10:40,-180,-100,-24
05:50,-20,13,05:50,-72,-30,-18
13:30,-210,2,13:30,-176,-90,40
13:40,-170,2,13:40,-199,-80,107
05:50,-10,7,05:50,-72,-30,-18
13:10,200,1,13:10,-180,-90,-20
07:10,-230,3,07:10,-130,-60,-30
10:50,0,11,10:50,-180,-90,-10
11:20,-190,7,11:20,-180,-100,0
08:00,-170,20,08:00,-160,-70,-20
12:20,-140,11,12:20,-200,-100,-10
14:00,-100,3,14:00,-210,-105,20
13:10,-70,10,13:10,-180,-90,-20
05:40,-70,4,05:40,-57,-30,-20
13:20,-40,4,13:20,-170,-70,78
12:30,40,3,12:30,-180,-90,20
07:30,50,1,07:30,-140,-70,-20
14:00,-40,2,14:00,-210,-105,20
13:30,40,3,13:30,-176,-90,40
10:30,80,5,10:30,-181,-90,-10
09:30,-440,2,09:30,-180,-80,-20
15:50,90,1,15:50,-170,60,278
09:10,-380,1,09:10,-180,-90,-20
12:10,180,1,12:10,-190,-100,-10
12:30,-310,1,12:30,-180,-90,20
07:50,-210,4,07:50,-150,-70,-20
16:20,-60,1,16:20,-161,-45,113
10:20,70,2,10:20,-180,-90,-10
08:00,-210,4,08:00,-160,-70,-20
14:00,-200,1,14:00,-210,-105,20
12:10,100,1,12:10,-190,-100,-10
12:30,100,1,12:30,-180,-90,20
13:40,-180,1,13:40,-199,-80,107
12:50,-250,2,12:50,-200,-100,20
12:30,-160,9,12:30,-180,-90,20
15:20,-20,1,15:20,-138,-90,14
06:10,-100,4,06:10,-90,-40,-20
11:50,-230,3,11:50,-180,-95,0
06:20,0,3,06:20,-90,-40,-20
09:20,-260,6,09:20,-180,-90,-20
11:30,-190,10,11:30,-190,-100,-10
12:00,170,2,12:00,-204,-100,10
12:00,20,3,12:00,-204,-100,10
07:40,-240,3,07:40,-140,-70,-20
10:30,-220,4,10:30,-181,-90,-10
10:10,-330,1,10:10,-180,-90,-20
10:50,-330,4,10:50,-180,-90,-10
16:00,-130,2,16:00,-130,-85,266
10:10,-290,3,10:10,-180,-90,-20
10:30,-450,1,10:30,-181,-90,-10
13:10,-140,5,13:10,-180,-90,-20
08:30,-370,1,08:30,-160,-80,-20
08:40,-320,1,08:40,-160,-80,-20
12:40,-690,1,12:40,-180,-80,42
11:00,50,1,11:00,-190,-100,-10
07:00,-120,13,07:00,-130,-60,-20
12:30,-250,5,12:30,-180,-90,20
15:50,310,1,15:50,-170,60,278
07:10,-160,3,07:10,-130,-60,-30
07:40,-170,8,07:40,-140,-70,-20
09:20,30,8,09:20,-180,-90,-20
16:40,120,1,16:40,-184,-100,105
06:20,-170,2,06:20,-90,-40,-20
12:10,-240,3,12:10,-190,-100,-10
14:30,-20,3,14:30,-186,-90,30
05:20,-10,1,05:20,-100,-30,-20
11:00,-740,1,11:00,-190,-100,-10
06:40,-170,1,06:40,-100,-50,-20
09:40,50,6,09:40,-170,-90,-20
13:30,110,1,13:30,-176,-90,40
09:30,40,7,09:30,-180,-80,-20
07:10,-130,10,07:10,-130,-60,-30
11:30,70,1,11:30,-190,-100,-10
11:20,-260,2,11:20,-180,-100,0
07:40,-310,1,07:40,-140,-70,-20
14:00,-160,4,14:00,-210,-105,20
12:00,-230,5,12:00,-204,-100,10
12:30,-20,5,12:30,-180,-90,20
13:20,-90,5,13:20,-170,-70,78
13:00,-120,3,13:00,-178,-90,28
09:40,40,4,09:40,-170,-90,-20
11:40,10,2,11:40,-190,-100,-10
14:10,-270,1,14:10,-217,-100,-1
06:50,10,3,06:50,-120,-60,-20
15:10,30,1,15:10,-158,-80,-4
13:50,20,2,13:50,-190,-100,56
11:00,80,3,11:00,-190,-100,-10
15:40,220,1,15:40,-188,-105,9
15:50,-120,1,15:50,-170,60,278
12:30,20,8,12:30,-180,-90,20
07:20,-190,5,07:20,-140,-60,-20
12:10,-220,4,12:10,-190,-100,-10
07:40,-180,10,07:40,-140,-70,-20
08:10,-280,2,08:10,-150,-80,-20
14:50,120,2,14:50,-136,-60,82
07:10,0,4,07:10,-130,-60,-30
17:00,60,1,17:00,-108,-20,360
13:20,-100,3,13:20,-170,-70,78
07:20,10,6,07:20,-140,-60,-20
07:20,-290,1,07:20,-140,-60,-20
13:50,-190,2,13:50,-190,-100,56
15:30,-110,1,15:30,-123,-90,53
12:00,10,3,12:00,-204,-100,10
11:10,110,1,11:10,-190,-100,-10
14:30,-30,1,14:30,-186,-90,30
10:50,50,2,10:50,-180,-90,-10
06:50,-150,2,06:50,-120,-60,-20
13:10,-150,5,13:10,-180,-90,-20
14:30,0,1,14:30,-186,-90,30
15:00,0,2,15:00,-130,-55,77
07:20,-270,3,07:20,-140,-60,-20
07:50,-190,8,07:50,-150,-70,-20
14:00,-110,2,14:00,-210,-105,20
07:00,-300,1,07:00,-130,-60,-20
06:30,-590,1,06:30,-110,-50,-20
10:50,110,2,10:50,-180,-90,-10
10:20,40,8,10:20,-180,-90,-10
08:30,70,1,08:30,-160,-80,-20
14:00,-210,4,14:00,-210,-105,20
09:00,-230,7,09:00,-161,-80,-20
15:10,-10,2,15:10,-158,-80,-4
15:10,160,1,15:10,-158,-80,-4
08:00,-330,1,08:00,-160,-70,-20
11:40,-20,9,11:40,-190,-100,-10
15:50,-90,1,15:50,-170,60,278
11:50,-320,2,11:50,-180,-95,0
10:30,-320,1,10:30,-181,-90,-10
13:00,30,2,13:00,-178,-90,28
11:30,90,1,11:30,-190,-100,-10
09:40,-340,1,09:40,-170,-90,-20
09:50,130,1,09:50,-180,-80,-20
13:20,20,3,13:20,-170,-70,78
15:00,-150,1,15:00,-130,-55,77
07:40,-610,1,07:40,-140,-70,-20
08:40,-240,4,08:40,-160,-80,-20
18:50,430,1,18:50,-96,80,360
15:00,-130,2,15:00,-130,-55,77
10:50,-260,4,10:50,-180,-90,-10
12:20,-340,1,12:20,-200,-100,-10
08:30,40,4,08:30,-160,-80,-20
09:40,-260,2,09:40,-170,-90,-20
16:00,-100,1,16:00,-130,-85,266
14:30,70,1,14:30,-186,-90,30
13:50,-40,1,13:50,-190,-100,56
10:40,-240,5,10:40,-180,-100,-24
16:30,-30,1,16:30,-90,-60,160
14:30,-100,2,14:30,-186,-90,30
06:20,-280,1,06:20,-90,-40,-20
13:50,-20,1,13:50,-190,-100,56
13:10,-210,2,13:10,-180,-90,-20
13:10,-60,2,13:10,-180,-90,-20
08:40,50,3,08:40,-160,-80,-20
06:50,-200,1,06:50,-120,-60,-20
16:00,-70,1,16:00,-130,-85,266
08:50,-260,4,08:50,-160,-80,-20
12:10,-160,8,12:10,-190,-100,-10
14:40,-200,1,14:40,-210,-50,70
07:30,-240,2,07:30,-140,-70,-20
12:00,90,2,12:00,-204,-100,10
10:40,-260,4,10:40,-180,-100,-24
07:50,-240,3,07:50,-150,-70,-20
08:50,-340,2,08:50,-160,-80,-20
10:00,20,8,10:00,-170,-90,-10
12:00,80,1,12:00,-204,-100,10
14:50,-50,1,14:50,-136,-60,82
14:50,-70,3,14:50,-136,-60,82
11:50,90,2,11:50,-180,-95,0
14:00,-140,2,14:00,-210,-105,20
05:30,-130,1,05:30,-58,-30,-10
08:10,-370,1,08:10,-150,-80,-20
12:20,-220,4,12:20,-200,-100,-10
15:50,-10,1,15:50,-170,60,278
09:10,-300,2,09:10,-180,-90,-20
10:00,-360,2,10:00,-170,-90,-10
15:50,100,1,15:50,-170,60,278
13:40,190,1,13:40,-199,-80,107
15:20,110,1,15:20,-138,-90,14
13:30,-190,2,13:30,-176,-90,40
10:50,150,1,10:50,-180,-90,-10
14:00,220,1,14:00,-210,-105,20
12:50,-130,4,12:50,-200,-100,20
08:40,-220,8,08:40,-160,-80,-20
08:50,-470,1,08:50,-160,-80,-20
09:00,90,1,09:00,-161,-80,-20
12:40,70,4,12:40,-180,-80,42
11:10,-220,3,11:10,-190,-100,-10
12:50,20,2,12:50,-200,-100,20
06:30,-300,1,06:30,-110,-50,-20
08:00,20,4,08:00,-160,-70,-20
17:20,110,1,17:20,-58,140,184
08:00,-420,1,08:00,-160,-70,-20
07:30,-220,2,07:30,-140,-70,-20
11:00,60,4,11:00,-190,-100,-10
10:50,-390,1,10:50,-180,-90,-10
12:10,140,1,12:10,-190,-100,-10
09:40,-490,1,09:40,-170,-90,-20
13:20,-70,4,13:20,-170,-70,78
07:20,-410,1,07:20,-140,-60,-20
16:10,0,2,16:10,-29,10,373
12:10,-210,3,12:10,-190,-100,-10
14:30,130,1,14:30,-186,-90,30
11:10,-300,2,11:10,-190,-100,-10
13:30,90,1,13:30,-176,-90,40
14:10,310,1,14:10,-217,-100,-1
14:40,-20,1,14:40,-210,-50,70
12:30,-330,1,12:30,-180,-90,20
09:10,-290,2,09:10,-180,-90,-20
08:30,-430,1,08:30,-160,-80,-20
13:10,-190,3,13:10,-180,-90,-20
09:30,-340,2,09:30,-180,-80,-20
09:00,-330,2,09:00,-161,-80,-20
12:50,-30,3,12:50,-200,-100,20
13:20,-60,2,13:20,-170,-70,78
09:00,-320,2,09:00,-161,-80,-20
09:40,-270,1,09:40,-170,-90,-20
11:10,90,2,11:10,-190,-100,-10
15:20,-10,1,15:20,-138,-90,14
14:30,-90,2,14:30,-186,-90,30
07:40,-220,8,07:40,-140,-70,-20
15:20,-130,1,15:20,-138,-90,14
07:40,-330,1,07:40,-140,-70,-20
07:10,-260,1,07:10,-130,-60,-30
08:50,30,4,08:50,-160,-80,-20
14:10,-10,1,14:10,-217,-100,-1
09:10,80,1,09:10,-180,-90,-20
12:50,90,1,12:50,-200,-100,20
10:10,40,4,10:10,-180,-90,-20
10:00,-240,2,10:00,-170,-90,-10
08:40,60,3,08:40,-160,-80,-20
06:00,-90,1,06:00,-80,-40,-20
07:00,10,3,07:00,-130,-60,-20
11:20,100,2,11:20,-180,-100,0
13:40,20,2,13:40,-199,-80,107
12:00,-270,3,12:00,-204,-100,10
16:10,-30,1,16:10,-29,10,373
14:30,10,1,14:30,-186,-90,30
15:20,-100,3,15:20,-138,-90,14
14:30,110,1,14:30,-186,-90,30
11:20,-320,2,11:20,-180,-100,0
09:30,-250,2,09:30,-180,-80,-20
12:40,90,2,12:40,-180,-80,42
22:20,280,1,22:20,280,280,280
13:50,110,1,13:50,-190,-100,56
10:10,130,1,10:10,-180,-90,-20
11:00,-270,2,11:00,-190,-100,-10
16:50,-70,2,16:50,-136,-70,-60
06:10,-450,1,06:10,-90,-40,-20
13:50,-90,4,13:50,-190,-100,56
09:10,-440,1,09:10,-180,-90,-20
15:40,-160,3,15:40,-188,-105,9
11:10,10,4,11:10,-190,-100,-10
15:40,-170,1,15:40,-188,-105,9
17:00,-40,1,17:00,-108,-20,360
11:50,-190,6,11:50,-180,-95,0
11:50,-260,3,11:50,-180,-95,0
12:20,10,1,12:20,-200,-100,-10
13:10,0,1,13:10,-180,-90,-20
12:30,60,2,12:30,-180,-90,20
09:20,-350,1,09:20,-180,-90,-20
13:20,190,1,13:20,-170,-70,78
14:30,-150,2,14:30,-186,-90,30
14:50,-30,2,14:50,-136,-60,82
13:00,190,1,13:00,-178,-90,28
14:00,-250,1,14:00,-210,-105,20
11:50,20,2,11:50,-180,-95,0
14:30,-70,1,14:30,-186,-90,30
14:50,-130,1,14:50,-136,-60,82
09:00,-310,1,09:00,-161,-80,-20
16:00,110,1,16:00,-130,-85,266
08:40,-290,1,08:40,-160,-80,-20
14:40,-100,1,14:40,-210,-50,70
07:40,40,3,07:40,-140,-70,-20
08:20,-450,1,08:20,-165,-80,-20
13:00,-200,1,13:00,-178,-90,28
09:10,-430,1,09:10,-180,-90,-20
09:50,150,1,09:50,-180,-80,-20
12:20,30,1,12:20,-200,-100,-10
11:30,-180,5,11:30,-190,-100,-10
13:30,-130,4,13:30,-176,-90,40
14:00,-190,1,14:00,-210,-105,20
07:10,-470,1,07:10,-130,-60,-30
12:00,120,1,12:00,-204,-100,10
11:40,-370,2,11:40,-190,-100,-10
08:50,-400,1,08:50,-160,-80,-20
10:20,150,1,10:20,-180,-90,-10
05:50,-130,1,05:50,-72,-30,-18
13:50,-60,2,13:50,-190,-100,56
10:40,200,1,10:40,-180,-100,-24
06:50,-240,1,06:50,-120,-60,-20
09:30,-370,1,09:30,-180,-80,-20
05:30,10,1,05:30,-58,-30,-10
14:40,20,1,14:40,-210,-50,70
13:30,-260,2,13:30,-176,-90,40
13:00,60,1,13:00,-178,-90,28
13:40,-100,3,13:40,-199,-80,107
15:00,-20,1,15:00,-130,-55,77
11:10,70,1,11:10,-190,-100,-10
15:50,60,2,15:50,-170,60,278
08:30,-240,5,08:30,-160,-80,-20
14:00,-30,2,14:00,-210,-105,20
19:10,270,1,19:10,270,270,270
11:00,100,1,11:00,-190,-100,-10
12:10,90,1,12:10,-190,-100,-10
09:30,-290,1,09:30,-180,-80,-20
15:50,210,1,15:50,-170,60,278
08:10,20,3,08:10,-150,-80,-20
15:40,-80,2,15:40,-188,-105,9
14:30,30,3,14:30,-186,-90,30
14:10,-250,2,14:10,-217,-100,-1
11:50,270,1,11:50,-180,-95,0
14:20,60,1,14:20,-179,-90,30
13:30,-60,4,13:30,-176,-90,40
05:00,-20,2,05:00,-48,-20,-13
09:20,-300,3,09:20,-180,-90,-20
06:30,-330,1,06:30,-110,-50,-20
07:00,-200,1,07:00,-130,-60,-20
10:50,-270,1,10:50,-180,-90,-10
14:00,-70,2,14:00,-210,-105,20
12:00,-220,1,12:00,-204,-100,10
07:10,-180,2,07:10,-130,-60,-30
10:20,100,1,10:20,-180,-90,-10
06:50,-180,1,06:50,-120,-60,-20
09:50,-280,1,09:50,-180,-80,-20
14:00,-480,1,14:00,-210,-105,20
09:50,-320,3,09:50,-180,-80,-20
09:20,70,1,09:20,-180,-90,-20
06:50,-250,2,06:50,-120,-60,-20
07:50,-390,1,07:50,-150,-70,-20
07:10,-270,2,07:10,-130,-60,-30
13:40,-10,1,13:40,-199,-80,107
13:30,130,2,13:30,-176,-90,40
14:00,-180,1,14:00,-210,-105,20
07:30,40,1,07:30,-140,-70,-20
13:50,-240,1,13:50,-190,-100,56
10:20,-330,2,10:20,-180,-90,-10
11:40,180,1,11:40,-190,-100,-10
09:50,40,1,09:50,-180,-80,-20
14:20,30,3,14:20,-179,-90,30
11:20,-300,1,11:20,-180,-100,0
12:20,160,1,12:20,-200,-100,-10
11:20,-220,1,11:20,-180,-100,0
15:00,-90,2,15:00,-130,-55,77
11:00,-450,1,11:00,-190,-100,-10
11:30,80,2,11:30,-190,-100,-10
08:20,-310,2,08:20,-165,-80,-20
06:50,-350,1,06:50,-120,-60,-20
12:30,150,1,12:30,-180,-90,20
14:30,270,1,14:30,-186,-90,30
13:50,160,1,13:50,-190,-100,56
18:40,20,1,18:40,-25,-5,15
06:40,10,2,06:40,-100,-50,-20
14:00,-220,1,14:00,-210,-105,20
14:30,-50,3,14:30,-186,-90,30
10:20,170,1,10:20,-180,-90,-10
13:40,-190,3,13:40,-199,-80,107
07:00,-220,1,07:00,-130,-60,-20
11:50,120,1,11:50,-180,-95,0
13:20,-180,1,13:20,-170,-70,78
06:20,-290,1,06:20,-90,-40,-20
13:30,-180,1,13:30,-176,-90,40
13:50,-160,1,13:50,-190,-100,56
10:40,90,1,10:40,-180,-100,-24
10:30,-380,1,10:30,-181,-90,-10
10:00,-390,1,10:00,-170,-90,-10
13:20,210,1,13:20,-170,-70,78
12:40,10,1,12:40,-180,-80,42
05:00,-10,1,05:00,-48,-20,-13
16:40,-210,1,16:40,-184,-100,105
12:40,-450,1,12:40,-180,-80,42
14:20,-160,1,14:20,-179,-90,30
12:40,-270,1,12:40,-180,-80,42
13:20,130,1,13:20,-170,-70,78
05:50,-70,1,05:50,-72,-30,-18
09:10,130,1,09:10,-180,-90,-20
11:20,-390,1,11:20,-180,-100,0
06:10,20,1,06:10,-90,-40,-20
12:30,-230,1,12:30,-180,-90,20
12:00,100,1,12:00,-204,-100,10
11:30,40,1,11:30,-190,-100,-10
12:00,-260,1,12:00,-204,-100,10
08:40,-670,1,08:40,-160,-80,-20
08:30,-310,1,08:30,-160,-80,-20
14:50,30,1,14:50,-136,-60,82
14:00,330,1,14:00,-210,-105,20
13:30,10,1,13:30,-176,-90,40
13:50,-200,1,13:50,-190,-100,56
12:20,-250,1,12:20,-200,-100,-10
14:50,-160,1,14:50,-136,-60,82
09:30,-380,1,09:30,-180,-80,-20
12:50,80,1,12:50,-200,-100,20
13:10,-230,1,13:10,-180,-90,-20
10:00,-310,1,10:00,-170,-90,-10
10:40,70,1,10:40,-180,-100,-24
14:30,-110,1,14:30,-186,-90,30
13:20,260,1,13:20,-170,-70,78
06:00,-170,1,06:00,-80,-40,-20
12:30,-210,1,12:30,-180,-90,20
12:30,170,1,12:30,-180,-90,20
13:20,60,1,13:20,-170,-70,78
17:20,170,1,17:20,-58,140,184
07:40,-400,1,07:40,-140,-70,-20
11:00,-330,1,11:00,-190,-100,-10
06:30,-200,1,06:30,-110,-50,-20
09:00,-340,1,09:00,-161,-80,-20
12:40,-320,1,12:40,-180,-80,42
10:20,90,2,10:20,-180,-90,-10
08:50,60,2,08:50,-160,-80,-20
15:20,-80,2,15:20,-138,-90,14
14:20,-50,1,14:20,-179,-90,30
11:30,190,1,11:30,-190,-100,-10
15:10,-180,1,15:10,-158,-80,-4
13:50,-270,1,13:50,-190,-100,56
07:50,30,1,07:50,-150,-70,-20
13:50,170,1,13:50,-190,-100,56
11:40,80,1,11:40,-190,-100,-10
09:00,-260,1,09:00,-161,-80,-20
07:20,-390,1,07:20,-140,-60,-20
15:20,-140,1,15:20,-138,-90,14
11:00,-280,1,11:00,-190,-100,-10
10:40,-310,1,10:40,-180,-100,-24
16:20,-280,1,16:20,-161,-45,113
13:40,40,1,13:40,-199,-80,107
14:00,30,1,14:00,-210,-105,20
16:10,-50,1,16:10,-29,10,373
13:10,70,1,13:10,-180,-90,-20
12:50,240,1,12:50,-200,-100,20
16:30,350,1,16:30,-90,-60,160
16:10,210,1,16:10,-29,10,373
11:40,-260,1,11:40,-190,-100,-10
14:00,60,1,14:00,-210,-105,20
14:30,-250,1,14:30,-186,-90,30
14:20,90,1,14:20,-179,-90,30
15:10,-320,1,15:10,-158,-80,-4
06:30,-220,1,06:30,-110,-50,-20
06:40,-140,1,06:40,-100,-50,-20
11:40,-230,1,11:40,-190,-100,-10
15:40,-230,1,15:40,-188,-105,9
09:20,-370,1,09:20,-180,-90,-20
12:30,140,1,12:30,-180,-90,20
07:00,20,1,07:00,-130,-60,-20
13:10,90,1,13:10,-180,-90,-20
10:50,-320,1,10:50,-180,-90,-10
11:20,-240,1,11:20,-180,-100,0
18:30,130,1,18:30,130,130,130
08:10,-360,1,08:10,-150,-80,-20
06:10,-270,1,06:10,-90,-40,-20
06:00,-120,1,06:00,-80,-40,-20
09:00,-250,1,09:00,-161,-80,-20
18:00,110,1,18:00,-104,-80,72
12:00,-300,1,12:00,-204,-100,10
16:00,290,1,16:00,-130,-85,266
09:10,140,1,09:10,-180,-90,-20
11:30,60,1,11:30,-190,-100,-10
08:00,60,1,08:00,-160,-70,-20
07:40,-270,1,07:40,-140,-70,-20
07:30,-280,1,07:30,-140,-70,-20
12:30,220,1,12:30,-180,-90,20
09:10,-350,1,09:10,-180,-90,-20
08:50,100,1,08:50,-160,-80,-20
08:10,-90,83,08:10,-150,-80,-20
11:40,-140,15,11:40,-190,-100,-10
07:40,-80,78,07:40,-140,-70,-20
14:40,70,2,14:40,-210,-50,70
08:50,-70,69,08:50,-160,-80,-20
11:30,-150,17,11:30,-190,-100,-10
09:50,0,20,09:50,-180,-80,-20
09:20,-110,57,09:20,-180,-90,-20
